text,toxic
"Hawaii had no problems with Kapernick as his passing was as woeful, if not more so as what it is now. UH beat his him, once when he showboated and lost the football going in for a TD.",0
"W
Quibbling about erosion types is too silly
- 1500 miles of earlier unprotected islands wore away
- Everyone knows Oahu's unprotected shores have been wearing away since long before you started screaming The-Sky-Falling in the false belief it makes you sound superior/relevant. it doesn't
- Against protected shores like Magic Island's, 0% of Gore's 20 foot rise is yet discernible, i.e no rise
I fear tolerance for the coddled generation's silly semantic arguments ended with the election, so you'd likely do well to give them up
I mean first came an unsubstantiated claim
Then bluff and bluster to sustain it
Doubled down w/ Scientific Measurement is different from observable, verifiable, observations
Good grief! Science rests on the Scientific Method that defines Scientific Measurement as the result of observable, verifiable, observation. So, claiming ""Scientific Measurement"" overrides direct objective, verifiable observation is self-evidently absurd
Put up your measurement
Till then. Bye",0
"Indeed, it did.",0
The only immaturity is your failure to recognize reality based in historical fact despite it biting you in your behind on a daily basis.  Try reading something beyond your television screen.,1
Thank gawd Trump didnt listen to that fool.,1
"No.  There is a reason for things like the Geneva convention.  Trouble is, once governments start going rogue, they have no basis to demand a level of treatment for their own soldiers.",0
Such jealousy exhibited by the columnist.  Sad.,0
"It doesn't help that George Bush Senior was reportedly one of the shadowy figures in the background of events prior to the assassination.

It also doesn't help that Oswald was murdered by Jack Ruby, and Jack Ruby had known links to organized crime.   Fuel is added to the fire by the fact that Ruby died in jail (pulmonary embolism) after being sentenced to death.   It's hard not to look at the series of events and say,...hmmmm.",0
"If Trudeau stayed in Ottawa and did his job, it would solve the cross-country Idiot crisis he's causing",1
"The only ones ""rehabilitating"" the war criminal Bush are the anti-Trump elites, the Democrats and the MSM.  And that's because they were never truly opposed or disgusted by Bush.  Bush was just following the neoliberal globalist agenda that all the establishment elites subscribe to.

And it was Obama, not Bush who set the stage for Trump.  Obama was an outsider elected on an agenda of ""hope and change"".  All Obama delivered was an incompetent, corrupt and criminal government committed to the status quo.

There's a reason Wall St. banks are paying Obama $500,000 a speech. And there's a reason Obama is giving the speeches and taking the money.

Trudeau is trying the same ""bait and switch"" Obama pulled off.  Trudeau and his gang are too late though, the world has changed thanks to Trump.",0
"The country is not prospering. That's why Trump got voted in. Do you seriously believe that country's that are ""prospering"" vote in people like Trump? 

Anyone who claims the US is ""prospering"" is living in a bubble of delusion.  For a business columnist to make that claim shows how out-of-touch and ignorant ""journalists"" have become with the lives of average people.  That's why the term ""fakestream media"" is so fitting.",0
